key,value,eventTime,arrivalTime
2,2,8058000000,8058450000.0
2,2,10472000000,10472450000.0
2,2,10723000000,10723450000.0
1,1,7937000000,7937450000.0
1,1,7884000000,7884220000.0
1,1,10942000000,10942220000.0
1,1,8296000000,8296220000.0
1,1,10657000000,10657220000.0
1,1,7655000000,7655220000.0
1,1,10518000000,10518070000.0
1,1,8326000000,8326070000.0
1,1,9050000000,9050070000.0
1,1,10600000000,10600070000.0
1,1,9726000000,9726070000.0
1,1,10540000000,10540250000.0
2,2,10377000000,10377250000.0
2,2,10356000000,10356250000.0
2,2,7939000000,7939250000.0
2,2,9630000000,9630250000.0
2,2,10363000000,10363060000.0
1,1,7853000000,7853060000.0
1,1,9670000000,9670060000.0
1,1,10958000000,10958060000.0
1,1,9809000000,9809060000.0
1,1,10469000000,10469050000.0
2,2,8350000000,8350050000.0
1,1,8677000000,8677050000.0
2,2,8241000000,8241050000.0
1,1,9136000000,9136050000.0
1,1,9864000000,9864150000.0
1,1,7699000000,7699150000.0
1,1,9464000000,9464150000.0
1,1,10689000000,10689150000.0
1,1,9383000000,9383150000.0
1,1,8895000000,8895150000.0
2,2,10602000000,10602050000.0
1,1,8178000000,8178050000.0
1,1,8861000000,8861050000.0
1,1,9573000000,9573050000.0
1,1,10293000000,10293050000.0
2,2,9423000000,9423245000.0
2,2,10609000000,10609245000.0
1,1,8149000000,8149245000.0
1,1,9992000000,9992245000.0
1,1,11057000000,11057245000.0
1,1,7970000000,7970190000.0
1,1,10000000000,10000190000.0
1,1,11008000000,11008190000.0
1,1,7963000000,7963190000.0
1,1,9031000000,9031190000.0
1,1,10209000000,10209205000.0
1,1,10985000000,10985205000.0
2,2,9474000000,9474205000.0
2,2,10834000000,10834205000.0
2,2,8092000000,8092205000.0
1,1,7564000000,7564050000.0
1,1,8937000000,8937050000.0
1,1,7883000000,7883050000.0
1,1,8983000000,8983050000.0
1,1,9714000000,9714050000.0
1,1,7692000000,7692050000.0
2,2,6357000000,6357065000.0
1,1,7459000000,7459065000.0
1,1,8289000000,8289065000.0
2,2,10489000000,10489065000.0
1,1,7968000000,7968065000.0
1,1,10801000000,10801285000.0
1,1,9757000000,9757285000.0
1,1,8931000000,8931285000.0
2,2,9224000000,9224285000.0
1,1,9336000000,9336285000.0
1,1,8804000000,8804050000.0
1,1,8814000000,8814050000.0
2,2,10778000000,10778050000.0
2,2,8992000000,8992050000.0
1,1,7844000000,7844050000.0
1,1,10856000000,10856100000.0
1,1,8936000000,8936100000.0
1,1,9561000000,9561100000.0
1,1,7644000000,7644100000.0
1,1,9510000000,9510100000.0
1,1,10802000000,10802210000.0
1,1,8324000000,8324210000.0
1,1,9131000000,9131210000.0
2,2,9843000000,9843210000.0
1,1,8278000000,8278210000.0
1,1,9151000000,9151210000.0
1,1,11201000000,11201055000.0
1,1,8638000000,8638055000.0
1,1,8237000000,8237055000.0
1,1,9925000000,9925055000.0
1,1,10662000000,10662055000.0
1,1,7762000000,7762055000.0
1,1,8394000000,8394055000.0
1,1,9262000000,9262055000.0
1,1,11086000000,11086055000.0
1,1,10353000000,10353055000.0
2,2,7460000000,7460050000.0
2,2,9499000000,9499050000.0
2,2,7139000000,7139050000.0
1,1,10076000000,10076050000.0
1,1,8016000000,8016050000.0
2,2,8658000000,8658235000.0
2,2,9276000000,9276235000.0
1,1,7990000000,7990235000.0
2,2,8882000000,8882235000.0
2,2,9892000000,9892235000.0
1,1,7683000000,7683475000.0
1,1,10220000000,10220475000.0
2,2,7979000000,7979475000.0
2,2,8562000000,8562475000.0
2,2,10402000000,10402475000.0
1,1,8878000000,8878050000.0
1,1,10591000000,10591050000.0
1,1,9439000000,9439050000.0
1,1,7611000000,7611050000.0
1,1,8869000000,8869050000.0
1,1,9695000000,9695050000.0
1,1,10387000000,10387050000.0
2,2,8569000000,8569050000.0
1,1,8513000000,8513050000.0
1,1,9486000000,9486050000.0
1,1,10443000000,10443050000.0
1,1,10899000000,10899050000.0
2,2,9050000000,9050050000.0
2,2,10480000000,10480050000.0
2,2,7647000000,7647050000.0
2,2,9585000000,9585050000.0
2,2,10970000000,10970055000.0
2,2,8792000000,8792055000.0
2,2,9616000000,9616055000.0
1,1,9177000000,9177055000.0
1,1,10298000000,10298055000.0
1,1,8646000000,8646165000.0
1,1,10058000000,10058165000.0
1,1,9760000000,9760165000.0
2,2,7804000000,7804165000.0
2,2,8792000000,8792165000.0
1,1,8462000000,8462165000.0
1,1,8678000000,8678165000.0
1,1,9544000000,9544165000.0
1,1,8444000000,8444165000.0
1,1,10626000000,10626165000.0
1,1,7757000000,7757165000.0
1,1,8650000000,8650165000.0
2,2,9490000000,9490165000.0
2,2,10823000000,10823165000.0
1,1,8564000000,8564165000.0
1,1,10872000000,10872165000.0
2,2,7855000000,7855165000.0
2,2,9753000000,9753165000.0
2,2,9600000000,9600165000.0
2,2,10185000000,10185165000.0
2,2,10758000000,10758165000.0
2,2,9568000000,9568165000.0
2,2,7990000000,7990165000.0
2,2,9261000000,9261165000.0
2,2,10874000000,10874165000.0
2,2,10074000000,10074165000.0
1,1,7697000000,7697165000.0
1,1,8150000000,8150165000.0
1,1,9144000000,9144165000.0
1,1,9993000000,9993165000.0
1,1,10761000000,10761165000.0
2,2,7362000000,7362165000.0
2,2,8157000000,8157165000.0
2,2,7882000000,7882165000.0
2,2,11287000000,11287165000.0
2,2,9587000000,9587165000.0
2,2,7673000000,7673165000.0
2,2,8215000000,8215165000.0
2,2,11196000000,11196165000.0
1,1,9904000000,9904165000.0
1,1,10080000000,10080165000.0
2,2,7835000000,7835165000.0
1,1,7693000000,7693165000.0
1,1,10180000000,10180165000.0
1,1,9137000000,9137165000.0
2,2,10255000000,10255165000.0
1,1,8388000000,8388165000.0
1,1,9307000000,9307165000.0
1,1,9926000000,9926165000.0
2,2,7747000000,7747165000.0
1,1,7471000000,7471165000.0
1,1,8088000000,8088165000.0
1,1,9251000000,9251165000.0
2,2,8419000000,8419165000.0
1,1,7570000000,7570165000.0
1,1,8592000000,8592165000.0
2,2,8143000000,8143165000.0
2,2,8858000000,8858165000.0
2,2,10533000000,10533165000.0
1,1,8692000000,8692165000.0
1,1,10787000000,10787165000.0
1,1,7756000000,7756165000.0
1,1,7925000000,7925165000.0
1,1,8419000000,8419165000.0
1,1,9360000000,9360165000.0
2,2,9436000000,9436165000.0
2,2,11042000000,11042165000.0
2,2,8523000000,8523165000.0
1,1,10835000000,10835165000.0
1,1,9261000000,9261165000.0
1,1,9946000000,9946165000.0
1,1,9163000000,9163165000.0
1,1,10414000000,10414165000.0
1,1,11222000000,11222165000.0
1,1,9015000000,9015165000.0
1,1,10130000000,10130165000.0
2,2,10744000000,10744165000.0
1,1,11120000000,11120165000.0
2,2,7754000000,7754165000.0
2,2,10406000000,10406165000.0
2,2,11068000000,11068165000.0
1,1,7689000000,7689165000.0
1,1,7906000000,7906165000.0
1,1,8566000000,8566165000.0
2,2,9478000000,9478165000.0
1,1,7692000000,7692165000.0
1,1,10039000000,10039165000.0
1,1,11185000000,11185165000.0
1,1,8057000000,8057165000.0
2,2,9307000000,9307165000.0
1,1,8243000000,8243165000.0
1,1,9955000000,9955165000.0
1,1,8698000000,8698165000.0
1,1,9569000000,9569165000.0
2,2,8021000000,8021165000.0
2,2,9036000000,9036165000.0
2,2,9588000000,9588165000.0
2,2,10492000000,10492165000.0
1,1,8045000000,8045165000.0
1,1,9456000000,9456165000.0
1,1,10459000000,10459165000.0
1,1,7685000000,7685165000.0
1,1,8697000000,8697165000.0
1,1,10620000000,10620165000.0
2,2,8947000000,8947165000.0
1,1,10500000000,10500165000.0
2,2,7222000000,7222165000.0
2,2,10940000000,10940165000.0
1,1,9061000000,9061165000.0
2,2,8492000000,8492165000.0
2,2,9239000000,9239165000.0
2,2,11006000000,11006165000.0
1,1,11073000000,11073165000.0
1,1,9913000000,9913165000.0
2,2,8116000000,8116165000.0
2,2,9393000000,9393165000.0
2,2,10861000000,10861165000.0
1,1,8164000000,8164165000.0
1,1,9127000000,9127165000.0
1,1,7874000000,7874165000.0
1,1,9466000000,9466165000.0
1,1,10256000000,10256165000.0
1,1,10748000000,10748165000.0
1,1,8284000000,8284165000.0
1,1,9044000000,9044165000.0
1,1,10233000000,10233165000.0
1,1,9084000000,9084165000.0
1,1,7884000000,7884165000.0
1,1,9332000000,9332165000.0
2,2,10796000000,10796165000.0
1,1,8041000000,8041165000.0
1,1,9375000000,9375165000.0
2,2,8421000000,8421165000.0
1,1,10124000000,10124165000.0
1,1,9023000000,9023165000.0
2,2,8477000000,8477165000.0
2,2,9952000000,9952165000.0
2,2,11098000000,11098165000.0
2,2,7914000000,7914165000.0
2,2,8969000000,8969165000.0
2,2,11044000000,11044165000.0
1,1,8770000000,8770165000.0
2,2,9664000000,9664165000.0
2,2,10287000000,10287165000.0
2,2,7702000000,7702165000.0
2,2,8185000000,8185165000.0
1,1,8073000000,8073165000.0
2,2,10165000000,10165315000.0
2,2,8237000000,8237315000.0
1,1,8397000000,8397150000.0
1,1,9390000000,9390150000.0
1,1,9616000000,9616150000.0
1,1,8167000000,8167150000.0
1,1,9147000000,9147250000.0
1,1,9902000000,9902250000.0
2,2,8243000000,8243250000.0
1,1,8701000000,8701250000.0
1,1,10463000000,10463250000.0
1,1,9523000000,9523235000.0
1,1,10691000000,10691235000.0
1,1,8621000000,8621235000.0
2,2,9334000000,9334235000.0
2,2,11046000000,11046215000.0
1,1,10200000000,10200215000.0
1,1,7696000000,7696215000.0
1,1,8557000000,8557215000.0
1,1,9120000000,9120215000.0
2,2,10637000000,10637150000.0
1,1,9854000000,9854150000.0
2,2,7468000000,7468150000.0
2,2,10187000000,10187150000.0
1,1,7623000000,7623150000.0
1,1,8788000000,8788320000.0
1,1,8562000000,8562320000.0
1,1,8047000000,8047320000.0
2,2,9318000000,9318320000.0
1,1,9206000000,9206320000.0
1,1,8029000000,8029150000.0
1,1,10155000000,10155150000.0
2,2,7770000000,7770150000.0
1,1,7912000000,7912150000.0
1,1,9421000000,9421330000.0
1,1,11151000000,11151330000.0
1,1,8222000000,8222330000.0
2,2,7913000000,7913330000.0
1,1,9026000000,9026330000.0
1,1,10915000000,10915160000.0
2,2,8434000000,8434160000.0
2,2,9668000000,9668160000.0
2,2,10137000000,10137160000.0
1,1,8021000000,8021160000.0
1,1,9788000000,9788175000.0
1,1,8354000000,8354175000.0
1,1,8956000000,8956175000.0
1,1,10380000000,10380175000.0
1,1,8959000000,8959175000.0
2,2,9918000000,9918160000.0
1,1,8296000000,8296160000.0
1,1,9082000000,9082160000.0
1,1,10281000000,10281160000.0
1,1,7484000000,7484160000.0
1,1,8097000000,8097305000.0
1,1,8731000000,8731305000.0
1,1,9538000000,9538305000.0
1,1,10213000000,10213305000.0
1,1,10767000000,10767265000.0
1,1,7753000000,7753265000.0
1,1,8715000000,8715265000.0
2,2,10188000000,10188265000.0
1,1,7888000000,7888265000.0
1,1,9692000000,9692315000.0
1,1,10569000000,10569315000.0
1,1,8994000000,8994315000.0
2,2,9888000000,9888315000.0
2,2,10937000000,10937315000.0
1,1,8738000000,8738205000.0
1,1,10599000000,10599205000.0
2,2,8236000000,8236205000.0
2,2,9022000000,9022205000.0
1,1,8127000000,8127205000.0
1,1,7849000000,7849160000.0
1,1,8964000000,8964160000.0
1,1,10070000000,10070160000.0
1,1,10944000000,10944160000.0
2,2,7943000000,7943245000.0
1,1,9912000000,9912245000.0
2,2,8554000000,8554245000.0
2,2,9159000000,9159245000.0
2,2,9125000000,9125245000.0
2,2,9000000000,9000150000.0
2,2,9914000000,9914150000.0
2,2,10667000000,10667150000.0
2,2,7640000000,7640150000.0
2,2,9469000000,9469240000.0
2,2,7412000000,7412240000.0
2,2,10010000000,10010240000.0
2,2,9215000000,9215240000.0
2,2,7360000000,7360240000.0
2,2,9947000000,9947250000.0
1,1,7978000000,7978250000.0
1,1,8277000000,8277250000.0
1,1,8020000000,8020250000.0
1,1,9806000000,9806150000.0
2,2,10250000000,10250150000.0
1,1,8364000000,8364150000.0
1,1,7927000000,7927150000.0
2,2,7921000000,7921150000.0
2,2,9695000000,9695590000.0
1,1,10645000000,10645590000.0
1,1,8974000000,8974590000.0
1,1,10337000000,10337590000.0
1,1,9468000000,9468590000.0
1,1,8958000000,8958240000.0
1,1,10609000000,10609240000.0
1,1,7435000000,7435240000.0
2,2,8078000000,8078240000.0
2,2,9284000000,9284220000.0
1,1,8305000000,8305220000.0
1,1,9927000000,9927220000.0
1,1,11043000000,11043220000.0
2,2,9897000000,9897220000.0
1,1,9506000000,9506350000.0
1,1,10528000000,10528350000.0
1,1,9633000000,9633350000.0
2,2,9083000000,9083350000.0
1,1,7856000000,7856350000.0
1,1,8727000000,8727205000.0
1,1,10240000000,10240205000.0
2,2,9492000000,9492205000.0
1,1,8065000000,8065205000.0
1,1,9377000000,9377205000.0
1,1,10636000000,10636160000.0
1,1,7997000000,7997160000.0
2,2,9490000000,9490160000.0
2,2,10519000000,10519160000.0
1,1,9568000000,9568215000.0
2,2,7372000000,7372215000.0
2,2,8164000000,8164215000.0
2,2,8543000000,8543215000.0
2,2,7751000000,7751215000.0
2,2,9043000000,9043150000.0
2,2,9389000000,9389150000.0
1,1,8044000000,8044150000.0
1,1,10407000000,10407150000.0
1,1,8925000000,8925150000.0
1,1,9689000000,9689160000.0
2,2,8174000000,8174160000.0
2,2,9131000000,9131160000.0
2,2,8533000000,8533160000.0
1,1,8346000000,8346225000.0
1,1,8941000000,8941225000.0
2,2,10003000000,10003225000.0
2,2,7729000000,7729225000.0
2,2,10179000000,10179355000.0
2,2,10660000000,10660355000.0
2,2,8863000000,8863355000.0
2,2,10993000000,10993355000.0
1,1,7824000000,7824355000.0
1,1,8050000000,8050595000.0
1,1,9485000000,9485595000.0
1,1,11028000000,11028595000.0
1,1,9059000000,9059595000.0
1,1,10014000000,10014290000.0
2,2,8202000000,8202290000.0
2,2,10819000000,10819290000.0
1,1,8274000000,8274290000.0
2,2,10490000000,10490150000.0
2,2,10566000000,10566150000.0
2,2,10602000000,10602150000.0
2,2,8020000000,8020150000.0
1,1,8185000000,8185150000.0
1,1,9131000000,9131240000.0
1,1,9748000000,9748240000.0
1,1,10720000000,10720240000.0
1,1,8752000000,8752240000.0
1,1,10643000000,10643240000.0
1,1,7659000000,7659285000.0
1,1,10730000000,10730285000.0
2,2,7266000000,7266285000.0
2,2,9840000000,9840285000.0
1,1,7945000000,7945285000.0
2,2,8942000000,8942305000.0
2,2,10159000000,10159305000.0
1,1,9976000000,9976305000.0
2,2,8596000000,8596305000.0
1,1,9375000000,9375160000.0
1,1,10543000000,10543160000.0
1,1,9083000000,9083160000.0
1,1,9437000000,9437160000.0
1,1,10649000000,10649160000.0
2,2,7633000000,7633150000.0
2,2,9288000000,9288150000.0
2,2,10462000000,10462150000.0
2,2,7975000000,7975150000.0
2,2,8947000000,8947150000.0
2,2,9837000000,9837250000.0
1,1,8478000000,8478250000.0
1,1,9933000000,9933250000.0
2,2,7676000000,7676250000.0
1,1,8351000000,8351230000.0
2,2,8176000000,8176230000.0
2,2,9784000000,9784230000.0
2,2,7647000000,7647230000.0
2,2,9059000000,9059230000.0
2,2,7432000000,7432150000.0
1,1,9874000000,9874150000.0
2,2,7949000000,7949150000.0
1,1,9947000000,9947150000.0
1,1,10340000000,10340160000.0
2,2,9033000000,9033160000.0
2,2,7429000000,7429160000.0
1,1,7945000000,7945160000.0
2,2,9426000000,9426160000.0
2,2,10267000000,10267275000.0
1,1,8091000000,8091275000.0
1,1,8756000000,8756275000.0
1,1,9963000000,9963275000.0
1,1,10975000000,10975275000.0
1,1,8312000000,8312220000.0
1,1,9532000000,9532220000.0
1,1,10218000000,10218220000.0
2,2,9179000000,9179220000.0
1,1,8166000000,8166220000.0
1,1,8357000000,8357340000.0
1,1,9088000000,9088340000.0
1,1,8295000000,8295340000.0
2,2,7699000000,7699340000.0
2,2,10691000000,10691340000.0
2,2,8727000000,8727295000.0
2,2,10405000000,10405295000.0
2,2,10253000000,10253295000.0
2,2,8372000000,8372295000.0
2,2,9058000000,9058150000.0
1,1,7960000000,7960150000.0
1,1,8715000000,8715150000.0
2,2,9441000000,9441150000.0
1,1,9608000000,9608150000.0
1,1,9049000000,9049160000.0
1,1,8062000000,8062160000.0
1,1,8796000000,8796160000.0
1,1,8112000000,8112160000.0
2,2,7659000000,7659160000.0
2,2,10408000000,10408340000.0
1,1,7604000000,7604340000.0
1,1,10444000000,10444340000.0
1,1,11206000000,11206340000.0
2,2,9009000000,9009340000.0
2,2,9235000000,9235345000.0
2,2,9970000000,9970345000.0
1,1,8514000000,8514345000.0
1,1,9637000000,9637345000.0
2,2,7602000000,7602235000.0
1,1,10318000000,10318235000.0
2,2,8698000000,8698235000.0
2,2,8571000000,8571235000.0
2,2,9546000000,9546235000.0
2,2,10176000000,10176420000.0
2,2,7575000000,7575420000.0
2,2,9679000000,9679420000.0
2,2,11181000000,11181420000.0
1,1,8343000000,8343420000.0
1,1,10430000000,10430150000.0
1,1,8126000000,8126150000.0
1,1,9074000000,9074150000.0
1,1,8648000000,8648150000.0
1,1,7729000000,7729150000.0
1,1,7994000000,7994285000.0
1,1,8998000000,8998285000.0
1,1,7950000000,7950285000.0
1,1,8848000000,8848285000.0
1,1,11031000000,11031210000.0
1,1,9039000000,9039210000.0
1,1,10309000000,10309210000.0
1,1,7720000000,7720210000.0
1,1,9658000000,9658210000.0
1,1,10076000000,10076340000.0
1,1,9246000000,9246340000.0
1,1,8132000000,8132340000.0
1,1,10632000000,10632340000.0
1,1,8029000000,8029340000.0
1,1,9410000000,9410240000.0
1,1,10445000000,10445240000.0
1,1,8679000000,8679240000.0
1,1,9488000000,9488240000.0
1,1,11138000000,11138280000.0
1,1,8800000000,8800280000.0
1,1,7450000000,7450280000.0
1,1,8257000000,8257280000.0
2,2,7183000000,7183280000.0
2,2,9534000000,9534160000.0
1,1,10605000000,10605160000.0
2,2,9587000000,9587160000.0
2,2,10981000000,10981160000.0
1,1,8432000000,8432160000.0
1,1,9427000000,9427150000.0
2,2,10636000000,10636150000.0
1,1,7700000000,7700150000.0
2,2,9910000000,9910150000.0
1,1,10599000000,10599245000.0
1,1,7943000000,7943245000.0
1,1,8626000000,8626245000.0
2,2,7613000000,7613245000.0
1,1,9083000000,9083245000.0
1,1,10230000000,10230270000.0
1,1,8317000000,8317270000.0
1,1,9056000000,9056270000.0
2,2,7790000000,7790270000.0
2,2,8412000000,8412270000.0
2,2,9528000000,9528260000.0
1,1,8293000000,8293260000.0
1,1,10750000000,10750260000.0
2,2,8175000000,8175260000.0
2,2,9529000000,9529260000.0
1,1,9579000000,9579220000.0
1,1,8042000000,8042220000.0
1,1,10275000000,10275220000.0
1,1,8243000000,8243220000.0
1,1,10577000000,10577150000.0
1,1,7757000000,7757150000.0
1,1,8476000000,8476150000.0
1,1,9195000000,9195150000.0
1,1,8066000000,8066150000.0
1,1,9472000000,9472310000.0
2,2,7772000000,7772310000.0
1,1,8169000000,8169310000.0
1,1,9145000000,9145310000.0
1,1,10512000000,10512310000.0
1,1,10515000000,10515155000.0
2,2,8310000000,8310155000.0
1,1,7627000000,7627155000.0
1,1,8656000000,8656155000.0
1,1,9339000000,9339155000.0
1,1,8711000000,8711150000.0
1,1,10849000000,10849150000.0
1,1,8585000000,8585150000.0
2,2,8551000000,8551150000.0
1,1,8783000000,8783150000.0
1,1,7626000000,7626150000.0
1,1,8413000000,8413150000.0
1,1,7654000000,7654150000.0
1,1,8420000000,8420150000.0
1,1,11023000000,11023150000.0
1,1,8058000000,8058150000.0
1,1,7903000000,7903150000.0
2,2,8061000000,8061150000.0
2,2,10138000000,10138150000.0
1,1,9068000000,9068160000.0
1,1,10143000000,10143160000.0
1,1,10612000000,10612160000.0
1,1,8768000000,8768160000.0
1,1,10175000000,10175160000.0
1,1,11184000000,11184150000.0
1,1,7504000000,7504150000.0
1,1,9023000000,9023150000.0
1,1,10294000000,10294150000.0
1,1,8614000000,8614150000.0
1,1,11036000000,11036150000.0
2,2,7462000000,7462150000.0
2,2,9033000000,9033150000.0
2,2,10088000000,10088150000.0
2,2,10589000000,10589160000.0
1,1,8605000000,8605160000.0
2,2,7237000000,7237160000.0
2,2,9851000000,9851160000.0
2,2,10594000000,10594160000.0
1,1,8302000000,8302405000.0
1,1,9369000000,9369405000.0
1,1,8076000000,8076405000.0
1,1,9550000000,9550405000.0
1,1,7832000000,7832405000.0
1,1,8490000000,8490295000.0
1,1,8611000000,8611295000.0
1,1,10281000000,10281295000.0
2,2,8023000000,8023295000.0
2,2,9141000000,9141295000.0
2,2,10716000000,10716330000.0
1,1,8346000000,8346330000.0
1,1,9542000000,9542330000.0
1,1,10876000000,10876330000.0
1,1,7764000000,7764350000.0
2,2,8751000000,8751350000.0
2,2,8111000000,8111350000.0
1,1,7635000000,7635350000.0
2,2,8256000000,8256350000.0
2,2,9006000000,9006150000.0
1,1,8057000000,8057150000.0
1,1,10126000000,10126150000.0
2,2,8593000000,8593150000.0
2,2,10265000000,10265150000.0
1,1,7633000000,7633150000.0
1,1,8822000000,8822150000.0
1,1,10796000000,10796150000.0
1,1,7999000000,7999150000.0
1,1,9265000000,9265150000.0
2,2,8843000000,8843205000.0
1,1,8185000000,8185205000.0
2,2,7809000000,7809205000.0
1,1,10320000000,10320205000.0
1,1,7409000000,7409205000.0
1,1,10826000000,10826205000.0
1,1,8075000000,8075205000.0
1,1,7613000000,7613205000.0
1,1,8749000000,8749205000.0
1,1,10654000000,10654150000.0
1,1,7842000000,7842150000.0
1,1,8327000000,8327150000.0
1,1,9051000000,9051150000.0
1,1,7807000000,7807335000.0
1,1,9440000000,9440335000.0
1,1,11156000000,11156335000.0
1,1,8011000000,8011335000.0
1,1,9709000000,9709335000.0
1,1,8757000000,8757265000.0
1,1,10425000000,10425265000.0
1,1,7750000000,7750265000.0
1,1,8225000000,8225265000.0
1,1,8085000000,8085150000.0
1,1,8532000000,8532150000.0
1,1,9825000000,9825150000.0
1,1,10551000000,10551150000.0
2,2,7816000000,7816150000.0
2,2,9803000000,9803305000.0
2,2,10940000000,10940305000.0
1,1,9984000000,9984305000.0
1,1,10550000000,10550305000.0
1,1,8307000000,8307390000.0
1,1,8954000000,8954390000.0
2,2,7764000000,7764390000.0
1,1,7920000000,7920390000.0
1,1,7605000000,7605390000.0
1,1,8120000000,8120150000.0
2,2,7646000000,7646150000.0
1,1,8049000000,8049150000.0
2,2,7615000000,7615150000.0
2,2,8546000000,8546150000.0
2,2,9916000000,9916380000.0
1,1,7688000000,7688380000.0
1,1,8543000000,8543380000.0
1,1,9650000000,9650380000.0
1,1,7976000000,7976320000.0
1,1,9260000000,9260320000.0
1,1,10608000000,10608320000.0
1,1,8166000000,8166320000.0
1,1,9067000000,9067320000.0
1,1,10817000000,10817410000.0
1,1,7392000000,7392410000.0
1,1,10351000000,10351410000.0
1,1,9013000000,9013410000.0
1,1,10120000000,10120410000.0
1,1,10848000000,10848150000.0
1,1,8658000000,8658150000.0
1,1,7821000000,7821150000.0
1,1,8112000000,8112150000.0
1,1,8872000000,8872150000.0
1,1,8624000000,8624150000.0
1,1,9823000000,9823150000.0
1,1,8419000000,8419150000.0
1,1,8749000000,8749150000.0
1,1,8380000000,8380385000.0
1,1,8351000000,8351385000.0
1,1,9693000000,9693385000.0
2,2,9745000000,9745385000.0
2,2,8498000000,8498385000.0
2,2,9427000000,9427160000.0
1,1,9532000000,9532160000.0
1,1,8209000000,8209160000.0
1,1,10880000000,10880160000.0
1,1,8206000000,8206160000.0
1,1,9089000000,9089255000.0
1,1,10372000000,10372255000.0
2,2,10566000000,10566255000.0
1,1,8307000000,8307255000.0
1,1,11149000000,11149255000.0
1,1,8648000000,8648150000.0
1,1,10398000000,10398150000.0
1,1,8576000000,8576150000.0
1,1,9145000000,9145150000.0
2,2,10115000000,10115245000.0
2,2,10963000000,10963245000.0
2,2,9498000000,9498245000.0
2,2,10419000000,10419245000.0
1,1,8205000000,8205245000.0
1,1,9375000000,9375155000.0
1,1,10321000000,10321155000.0
1,1,8503000000,8503155000.0
1,1,11164000000,11164155000.0
1,1,9334000000,9334155000.0
1,1,9542000000,9542215000.0
1,1,9158000000,9158215000.0
1,1,9196000000,9196215000.0
1,1,11049000000,11049215000.0
2,2,9221000000,9221215000.0
2,2,9832000000,9832175000.0
2,2,8294000000,8294175000.0
2,2,9161000000,9161175000.0
1,1,7741000000,7741175000.0
1,1,8983000000,8983175000.0
1,1,8317000000,8317175000.0
1,1,9959000000,9959175000.0
1,1,7976000000,7976175000.0
1,1,8441000000,8441175000.0
1,1,9411000000,9411275000.0
1,1,11135000000,11135275000.0
1,1,8862000000,8862275000.0
1,1,9920000000,9920275000.0
1,1,9000000000,9000275000.0
1,1,8258000000,8258150000.0
1,1,8122000000,8122150000.0
1,1,8790000000,8790150000.0
1,1,10349000000,10349150000.0
1,1,7842000000,7842150000.0
1,1,8516000000,8516150000.0
1,1,9647000000,9647150000.0
1,1,7784000000,7784150000.0
1,1,8348000000,8348150000.0
1,1,7487000000,7487150000.0
1,1,8405000000,8405150000.0
1,1,10178000000,10178150000.0
1,1,8655000000,8655150000.0
1,1,10422000000,10422150000.0
1,1,8917000000,8917150000.0
2,2,7938000000,7938150000.0
2,2,9336000000,9336150000.0
2,2,10812000000,10812150000.0
2,2,7681000000,7681150000.0
1,1,9993000000,9993160000.0
2,2,7021000000,7021160000.0
1,1,8174000000,8174160000.0
1,1,9618000000,9618160000.0
1,1,7533000000,7533160000.0
1,1,8904000000,8904300000.0
1,1,10238000000,10238300000.0
1,1,9379000000,9379300000.0
1,1,10001000000,10001300000.0
1,1,8012000000,8012155000.0
1,1,10138000000,10138155000.0
1,1,10743000000,10743155000.0
2,2,11765000000,11765155000.0
2,2,14749000000,14749155000.0
1,1,11135000000,11135150000.0
2,2,12531000000,12531150000.0
2,2,14074000000,14074150000.0
1,1,11494000000,11494150000.0
1,1,13911000000,13911150000.0
1,1,14611000000,14611305000.0
1,1,10686000000,10686305000.0
2,2,13377000000,13377305000.0
2,2,12269000000,12269305000.0
2,2,13478000000,13478305000.0
2,2,14431000000,14431150000.0
1,1,12646000000,12646150000.0
1,1,14261000000,14261150000.0
2,2,11323000000,11323150000.0
1,1,12888000000,12888155000.0
2,2,12678000000,12678155000.0
2,2,11264000000,11264155000.0
2,2,13297000000,13297155000.0
1,1,12231000000,12231155000.0
1,1,12262000000,12262155000.0
1,1,14332000000,14332155000.0
2,2,11873000000,11873155000.0
1,1,11823000000,11823155000.0
1,1,13560000000,13560155000.0
2,2,11366000000,11366320000.0
2,2,12153000000,12153320000.0
1,1,11593000000,11593320000.0
1,1,14329000000,14329320000.0
1,1,12160000000,12160320000.0
1,1,11445000000,11445215000.0
1,1,12321000000,12321215000.0
1,1,14014000000,14014215000.0
1,1,11888000000,11888215000.0
2,2,12011000000,12011465000.0
1,1,13425000000,13425465000.0
1,1,11959000000,11959465000.0
1,1,13800000000,13800465000.0
1,1,14199000000,14199465000.0
1,1,12576000000,12576150000.0
1,1,13612000000,13612150000.0
1,1,11406000000,11406150000.0
1,1,13724000000,13724150000.0
1,1,14084000000,14084150000.0
2,2,11034000000,11034340000.0
2,2,11892000000,11892340000.0
2,2,12919000000,12919340000.0
2,2,14317000000,14317340000.0
1,1,11665000000,11665340000.0
1,1,12988000000,12988150000.0
1,1,12566000000,12566150000.0
1,1,13774000000,13774150000.0
1,1,13833000000,13833150000.0
1,1,11543000000,11543215000.0
1,1,12588000000,12588215000.0
1,1,11881000000,11881215000.0
1,1,12651000000,12651215000.0
2,2,11418000000,11418215000.0
2,2,13488000000,13488150000.0
1,1,12159000000,12159150000.0
1,1,13444000000,13444150000.0
1,1,11622000000,11622150000.0
1,1,12972000000,12972150000.0
